ingredient,raw_material,processing,dimension,unit_value
Fish oil trimmings,Congo (DRC),Brazil,ghg,0.342047572
Fish oil trimmings,Indonesia,Brazil,ghg,0.677316226
Fish oil trimmings,Congo (DRC),Iran,ghg,0.517258971
Fish oil trimmings,Indonesia,Iran,ghg,0.563443067
Fish oil trimmings,Congo (DRC),Thailand,ghg,0.261394189
Fish oil trimmings,Indonesia,Thailand,ghg,0.383450359
Fish oil trimmings,Congo (DRC),Philippines,ghg,0.689424762
Fish oil trimmings,Indonesia,Philippines,ghg,0.62153595
Fish oil trimmings,Congo (DRC),Turkey,ghg,0.694621236
Fish oil trimmings,Indonesia,Turkey,ghg,0.410636564
Guar meal,United States,Indonesia,ghg,0.092588277
Guar meal,Mexico,Indonesia,ghg,0.144752292
Guar meal,Vietnam,Indonesia,ghg,0.583169762
Guar meal,United States,Bangladesh,ghg,0.645936981
Guar meal,Mexico,Bangladesh,ghg,0.331610069
Guar meal,Vietnam,Bangladesh,ghg,0.59912435
Guar meal,United States,Iran,ghg,0.393860393
Guar meal,Mexico,Iran,ghg,0.445638745
Guar meal,Vietnam,Iran,ghg,0.356149015
Guar meal,United States,Congo (DRC),ghg,0.585005875
Guar meal,Mexico,Congo (DRC),ghg,0.65129649
Guar meal,Vietnam,Congo (DRC),ghg,0.889588454
Guar meal,United States,Ethiopia,ghg,0.465693902
Guar meal,Mexico,Ethiopia,ghg,0.542139118
Guar meal,Vietnam,Ethiopia,ghg,0.322957279
Krill meal,Philippines,Mexico,ghg,0.590391773
Krill meal,Egypt,Mexico,ghg,0.619322263
Krill meal,United States,Mexico,ghg,0.472023556
Krill meal,Iran,Mexico,ghg,0.642597175
Krill meal,Pakistan,Mexico,ghg,0.6916452
Krill meal,Germany,Mexico,ghg,0.570058795
Krill meal,Philippines,Nigeria,ghg,0.699047662
Krill meal,Egypt,Nigeria,ghg,0.741043852
Krill meal,United States,Nigeria,ghg,0.443451743
Krill meal,Iran,Nigeria,ghg,0.354277814
Krill meal,Pakistan,Nigeria,ghg,0.461641076
Krill meal,Germany,Nigeria,ghg,0.783913269
Krill meal,Philippines,United States,ghg,0.811720747
Krill meal,Egypt,United States,ghg,0.156542362
Krill meal,United States,United States,ghg,0.264662657
Krill meal,Iran,United States,ghg,0.659458503
Krill meal,Pakistan,United States,ghg,0.433799444
Krill meal,Germany,United States,ghg,0.473570154
Krill meal,Philippines,Pakistan,ghg,0.495761118
Krill meal,Egypt,Pakistan,ghg,0.362062884
Krill meal,United States,Pakistan,ghg,0.358228729
Krill meal,Iran,Pakistan,ghg,0.354494153
Krill meal,Pakistan,Pakistan,ghg,0.665041942
Krill meal,Germany,Pakistan,ghg,0.61214806
Linseed oil,Indonesia,Thailand,ghg,0.820768562
Linseed oil,United States,Thailand,ghg,0.376488931
Linseed oil,Vietnam,Thailand,ghg,0.554525722
Linseed oil,Indonesia,Iran,ghg,0.512578675
Linseed oil,United States,Iran,ghg,0.532326378
Linseed oil,Vietnam,Iran,ghg,0.361502964
Linseed oil,Indonesia,Ethiopia,ghg,0.674727606
Linseed oil,United States,Ethiopia,ghg,0.773334689
Linseed oil,Vietnam,Ethiopia,ghg,0.468090074
Linseed oil,Indonesia,Japan,ghg,0.401174828
Linseed oil,United States,Japan,ghg,0.764787122
Linseed oil,Vietnam,Japan,ghg,0.268150271
Linseed oil,Indonesia,Mexico,ghg,0.277756481
Linseed oil,United States,Mexico,ghg,0.81821449
Linseed oil,Vietnam,Mexico,ghg,0.383867693
Linseed oil,Indonesia,United States,ghg,0.421781181
Linseed oil,United States,United States,ghg,0.528397633
Linseed oil,Vietnam,United States,ghg,0.265839209
Methanobacterial meal,Japan,Pakistan,ghg,0.378299025
Methanobacterial meal,Nigeria,Pakistan,ghg,0.21136288
Methanobacterial meal,United States,Pakistan,ghg,0.735325372
Methanobacterial meal,Japan,Vietnam,ghg,0.469701505
Methanobacterial meal,Nigeria,Vietnam,ghg,0.236608711
Methanobacterial meal,United States,Vietnam,ghg,0.528069295
Pea flour,Brazil,Vietnam,ghg,0.20479666
Pea flour,Iran,Vietnam,ghg,0.569969437
Pea flour,Vietnam,Vietnam,ghg,0.473322412
Pea flour,Congo (DRC),Vietnam,ghg,0.790574333
Pea flour,Brazil,Pakistan,ghg,0.59958879
Pea flour,Iran,Pakistan,ghg,0.629188913
Pea flour,Vietnam,Pakistan,ghg,0.403128146
Pea flour,Congo (DRC),Pakistan,ghg,0.324928417
Pea flour,Brazil,Turkey,ghg,0.605076622
Pea flour,Iran,Turkey,ghg,0.361044634
Pea flour,Vietnam,Turkey,ghg,0.696861298
Pea flour,Congo (DRC),Turkey,ghg,0.514539484
Pea flour,Brazil,India,ghg,0.328255482
Pea flour,Iran,India,ghg,0.619343307
Pea flour,Vietnam,India,ghg,0.154243466
Pea flour,Congo (DRC),India,ghg,0.368559414
Pea protein concentrate,Germany,Brazil,ghg,0.569747238
Pea protein concentrate,Pakistan,Brazil,ghg,0.148238249
Pea protein concentrate,Germany,Pakistan,ghg,0.758728788
Pea protein concentrate,Pakistan,Pakistan,ghg,0.512465783
Pea protein concentrate,Germany,China,ghg,0.625686096
Pea protein concentrate,Pakistan,China,ghg,0.386916349
Soybean meal,Philippines,Ethiopia,ghg,0.627751762
Soybean meal,Nigeria,Ethiopia,ghg,0.240317723
Soybean meal,Pakistan,Ethiopia,ghg,0.283093723
Soybean meal,Germany,Ethiopia,ghg,0.634872997
Soybean meal,Japan,Ethiopia,ghg,0.624396009
Soybean meal,India,Ethiopia,ghg,0.336823861
Soybean meal,Philippines,Turkey,ghg,0.4675077
Soybean meal,Nigeria,Turkey,ghg,0.582170729
Soybean meal,Pakistan,Turkey,ghg,0.375385059
Soybean meal,Germany,Turkey,ghg,0.595760305
Soybean meal,Japan,Turkey,ghg,0.399419173
Soybean meal,India,Turkey,ghg,0.445608764
Soybean meal,Philippines,Philippines,ghg,0.238424452
Soybean meal,Nigeria,Philippines,ghg,0.26687905
Soybean meal,Pakistan,Philippines,ghg,0.288214318
Soybean meal,Germany,Philippines,ghg,0.47064722
Soybean meal,Japan,Philippines,ghg,0.263082943
Soybean meal,India,Philippines,ghg,0.688286651
Soybean meal,Philippines,China,ghg,0.697666341
Soybean meal,Nigeria,China,ghg,0.355477855
Soybean meal,Pakistan,China,ghg,0.441821231
Soybean meal,Germany,China,ghg,0.42567772
Soybean meal,Japan,China,ghg,0.347439319
Soybean meal,India,China,ghg,0.760429149
Soybean oil,Vietnam,Indonesia,ghg,0.713061236
Soybean oil,Ethiopia,Indonesia,ghg,0.534724157
Soybean oil,Iran,Indonesia,ghg,0.834767185
Soybean oil,Pakistan,Indonesia,ghg,0.531683561
Soybean oil,Brazil,Indonesia,ghg,0.254344689
Soybean oil,Vietnam,Philippines,ghg,0.337615554
Soybean oil,Ethiopia,Philippines,ghg,0.646669627
Soybean oil,Iran,Philippines,ghg,0.505658891
Soybean oil,Pakistan,Philippines,ghg,0.39387197
Soybean oil,Brazil,Philippines,ghg,0.472260192
Soy protein concentrate,Nigeria,Germany,ghg,0.746009007
Soy protein concentrate,Congo (DRC),Germany,ghg,1.018746551
Soy protein concentrate,Iran,Germany,ghg,0.286779831
Soy protein concentrate,Indonesia,Germany,ghg,0.498094623
Soy protein concentrate,Germany,Germany,ghg,0.677394175
Soy protein concentrate,Ethiopia,Germany,ghg,0.98395176
Soy protein concentrate,Nigeria,Egypt,ghg,0.621478102
Soy protein concentrate,Congo (DRC),Egypt,ghg,0.745703649
Soy protein concentrate,Iran,Egypt,ghg,0.921307342
Soy protein concentrate,Indonesia,Egypt,ghg,0.443380725
Soy protein concentrate,Germany,Egypt,ghg,0.480111829
Soy protein concentrate,Ethiopia,Egypt,ghg,0.586963384
Soy protein concentrate,Nigeria,Bangladesh,ghg,0.864719735
Soy protein concentrate,Congo (DRC),Bangladesh,ghg,0.500907971
Soy protein concentrate,Iran,Bangladesh,ghg,0.27594899
Soy protein concentrate,Indonesia,Bangladesh,ghg,0.156944423
Soy protein concentrate,Germany,Bangladesh,ghg,0.824018702
Soy protein concentrate,Ethiopia,Bangladesh,ghg,0.52601924
Soy protein concentrate,Nigeria,Turkey,ghg,0.422176622
Soy protein concentrate,Congo (DRC),Turkey,ghg,0.413531369
Soy protein concentrate,Iran,Turkey,ghg,0.300236955
Soy protein concentrate,Indonesia,Turkey,ghg,0.533437937
Soy protein concentrate,Germany,Turkey,ghg,0.47776427
Soy protein concentrate,Ethiopia,Turkey,ghg,0.699866564
Soy protein concentrate,Nigeria,Iran,ghg,0.275839611
Soy protein concentrate,Congo (DRC),Iran,ghg,0.391444218
Soy protein concentrate,Iran,Iran,ghg,0.239678928
Soy protein concentrate,Indonesia,Iran,ghg,0.441344188
Soy protein concentrate,Germany,Iran,ghg,0.744555547
Soy protein concentrate,Ethiopia,Iran,ghg,0.781280137
Soy protein concentrate,Nigeria,India,ghg,0.531149238
Soy protein concentrate,Congo (DRC),India,ghg,0.552443896
Soy protein concentrate,Iran,India,ghg,0.137156613
Soy protein concentrate,Indonesia,India,ghg,0.60513213
Soy protein concentrate,Germany,India,ghg,0.526850028
Soy protein concentrate,Ethiopia,India,ghg,0.623045211
Spirulina meal,China,Vietnam,ghg,0.575804165
Spirulina meal,Thailand,Vietnam,ghg,0.689765653
Spirulina meal,China,Turkey,ghg,0.407017876
Spirulina meal,Thailand,Turkey,ghg,0.585549254
Spirulina meal,China,Germany,ghg,0.573075427
Spirulina meal,Thailand,Germany,ghg,0.609961209
Spirulina meal,China,Brazil,ghg,0.44993715
Spirulina meal,Thailand,Brazil,ghg,0.318603627
Sunflower meal,Nigeria,Iran,ghg,0.788471616
Sunflower meal,Pakistan,Iran,ghg,0.514941723
Sunflower meal,Germany,Iran,ghg,0.551114307
Sunflower meal,Japan,Iran,ghg,0.635675923
Sunflower meal,Mexico,Iran,ghg,0.509247586
Sunflower meal,Nigeria,Russia,ghg,0.456330202
Sunflower meal,Pakistan,Russia,ghg,0.750126853
Sunflower meal,Germany,Russia,ghg,0.210165673
Sunflower meal,Japan,Russia,ghg,0.313613563
Sunflower meal,Mexico,Russia,ghg,0.865960564
Sunflower meal,Nigeria,Mexico,ghg,0.436913016
Sunflower meal,Pakistan,Mexico,ghg,0.608638262
Sunflower meal,Germany,Mexico,ghg,0.484710347
Sunflower meal,Japan,Mexico,ghg,0.562608215
Sunflower meal,Mexico,Mexico,ghg,0.418150499
Sunflower meal,Nigeria,Bangladesh,ghg,0.395603006
Sunflower meal,Pakistan,Bangladesh,ghg,0.485192483
Sunflower meal,Germany,Bangladesh,ghg,0.383431705
Sunflower meal,Japan,Bangladesh,ghg,0.812268046
Sunflower meal,Mexico,Bangladesh,ghg,0.446809793
Wheat,Japan,Nigeria,ghg,0.777213902
Wheat,Ethiopia,Nigeria,ghg,0.483781236
Wheat,Vietnam,Nigeria,ghg,0.46670117
Wheat,United States,Nigeria,ghg,0.216915511
Wheat,Philippines,Nigeria,ghg,0.367489814
Wheat,Russia,Nigeria,ghg,0.202034673
Wheat,Japan,Turkey,ghg,0.103082266
Wheat,Ethiopia,Turkey,ghg,0.319807042
Wheat,Vietnam,Turkey,ghg,0.571781414
Wheat,United States,Turkey,ghg,0.555986946
Wheat,Philippines,Turkey,ghg,0.284048175
Wheat,Russia,Turkey,ghg,0.414319257
Wheat,Japan,Russia,ghg,0.629657077
Wheat,Ethiopia,Russia,ghg,0.571445711
Wheat,Vietnam,Russia,ghg,0.539712093
Wheat,United States,Russia,ghg,0.532035443
Wheat,Philippines,Russia,ghg,0.52832586
Wheat,Russia,Russia,ghg,0.358785532
Wheat,Japan,Mexico,ghg,0.249676998
Wheat,Ethiopia,Mexico,ghg,0.615509886
Wheat,Vietnam,Mexico,ghg,0.454116341
Wheat,United States,Mexico,ghg,0.649282231
Wheat,Philippines,Mexico,ghg,0.283306981
Wheat,Russia,Mexico,ghg,0.433673402
Wheat,Japan,Brazil,ghg,0.314599524
Wheat,Ethiopia,Brazil,ghg,0.227669562
Wheat,Vietnam,Brazil,ghg,0.400394427
Wheat,United States,Brazil,ghg,0.503815398
Wheat,Philippines,Brazil,ghg,0.571695997
Wheat,Russia,Brazil,ghg,0.286612107
Wheat,Japan,Bangladesh,ghg,0.24236022
Wheat,Ethiopia,Bangladesh,ghg,0.659189434
Wheat,Vietnam,Bangladesh,ghg,0.577712968
Wheat,United States,Bangladesh,ghg,0.372456691
Wheat,Philippines,Bangladesh,ghg,0.561225781
Wheat,Russia,Bangladesh,ghg,0.608201117
Wheat gluten,Egypt,Russia,ghg,0.519828648
Wheat gluten,Thailand,Russia,ghg,0.378291485
Wheat gluten,Turkey,Russia,ghg,0.426375472
Wheat gluten,Congo (DRC),Russia,ghg,0.336616888
Wheat gluten,Egypt,China,ghg,0.246067089
Wheat gluten,Thailand,China,ghg,0.686627554
Wheat gluten,Turkey,China,ghg,0.979768793
Wheat gluten,Congo (DRC),China,ghg,0.484229401
Wheat gluten,Egypt,Philippines,ghg,0.471853617
Wheat gluten,Thailand,Philippines,ghg,0.541781086
Wheat gluten,Turkey,Philippines,ghg,0.666389399
Wheat gluten,Congo (DRC),Philippines,ghg,0.565824133
Wheat gluten,Egypt,Iran,ghg,0.405817504
Wheat gluten,Thailand,Iran,ghg,0.43584512
Wheat gluten,Turkey,Iran,ghg,0.722555543
Wheat gluten,Congo (DRC),Iran,ghg,0.327523231
Yeast meal,Pakistan,Russia,ghg,0.290139456
Yeast meal,China,Russia,ghg,0.204962205
Yeast meal,Thailand,Russia,ghg,0.753159288
Yeast meal,Ethiopia,Russia,ghg,0.28930086
Yeast meal,Japan,Russia,ghg,0.362656134
Yeast meal,United States,Russia,ghg,0.461688286
Yeast meal,Pakistan,Ethiopia,ghg,0.503193977
Yeast meal,China,Ethiopia,ghg,0.243565045
Yeast meal,Thailand,Ethiopia,ghg,0.649580011
Yeast meal,Ethiopia,Ethiopia,ghg,0.700285943
Yeast meal,Japan,Ethiopia,ghg,0.665862597
Yeast meal,United States,Ethiopia,ghg,0.395528132
Yeast meal,Pakistan,Philippines,ghg,0.414411334
Yeast meal,China,Philippines,ghg,0.48164589
Yeast meal,Thailand,Philippines,ghg,0.750906558
Yeast meal,Ethiopia,Philippines,ghg,0.454551852
Yeast meal,Japan,Philippines,ghg,0.222003846
Yeast meal,United States,Philippines,ghg,0.176753022
Microingredients,Indonesia,Ethiopia,ghg,0.531303093
Microingredients,Iran,Ethiopia,ghg,0.144724282
Microingredients,Egypt,Ethiopia,ghg,0.439382204
Microingredients,Turkey,Ethiopia,ghg,0.505579869
Microingredients,Vietnam,Ethiopia,ghg,1.082447119
Microingredients,Indonesia,United States,ghg,0.672146414
Microingredients,Iran,United States,ghg,0.526771113
Microingredients,Egypt,United States,ghg,0.628154721
Microingredients,Turkey,United States,ghg,0.461922082
Microingredients,Vietnam,United States,ghg,0.597905145
Microingredients,Indonesia,Germany,ghg,0.775513051
Microingredients,Iran,Germany,ghg,0.446833769
Microingredients,Egypt,Germany,ghg,0.346261863
Microingredients,Turkey,Germany,ghg,0.383760124
Microingredients,Vietnam,Germany,ghg,0.365631637
Black soldier-fly meal,Turkey,Indonesia,nutrients,0.341569664
Black soldier-fly meal,India,Indonesia,nutrients,0.146367967
Black soldier-fly meal,Germany,Indonesia,nutrients,0.291900678
Black soldier-fly meal,Egypt,Indonesia,nutrients,0.395398886
Black soldier-fly meal,China,Indonesia,nutrients,0.719040287
Black soldier-fly meal,Turkey,Iran,nutrients,0.579808145
Black soldier-fly meal,India,Iran,nutrients,0.406493383
Black soldier-fly meal,Germany,Iran,nutrients,0.448355732
Black soldier-fly meal,Egypt,Iran,nutrients,0.104237475
Black soldier-fly meal,China,Iran,nutrients,0.392242829
Black soldier-fly meal,Turkey,Pakistan,nutrients,0.420430513
Black soldier-fly meal,India,Pakistan,nutrients,0.401411304
Black soldier-fly meal,Germany,Pakistan,nutrients,0.257261578
Black soldier-fly meal,Egypt,Pakistan,nutrients,0.740534468
Black soldier-fly meal,China,Pakistan,nutrients,0.404087832
Canola oil,Philippines,Indonesia,nutrients,0.286915798
Canola oil,Nigeria,Indonesia,nutrients,0.455401387
Canola oil,Philippines,Philippines,nutrients,0.57104008
Canola oil,Nigeria,Philippines,nutrients,0.312550569
Canola oil,Philippines,United States,nutrients,0.578245257
Canola oil,Nigeria,United States,nutrients,0.617498208
Canola oil,Philippines,Turkey,nutrients,0.364803978
Canola oil,Nigeria,Turkey,nutrients,0.529420846
Chicken protein concentrate,Egypt,Iran,nutrients,0.338745534
Chicken protein concentrate,Thailand,Iran,nutrients,0.748844014
Chicken protein concentrate,Turkey,Iran,nutrients,0.551278645
Chicken protein concentrate,China,Iran,nutrients,0.437565727
Chicken protein concentrate,Russia,Iran,nutrients,0.854423206
Chicken protein concentrate,Egypt,Congo (DRC),nutrients,0.252258343
Chicken protein concentrate,Thailand,Congo (DRC),nutrients,0.616495295
Chicken protein concentrate,Turkey,Congo (DRC),nutrients,0.402796667
Chicken protein concentrate,China,Congo (DRC),nutrients,0.526404426
Chicken protein concentrate,Russia,Congo (DRC),nutrients,0.475713417
Chicken protein concentrate,Egypt,Indonesia,nutrients,0.66290213
Chicken protein concentrate,Thailand,Indonesia,nutrients,0.508102837
Chicken protein concentrate,Turkey,Indonesia,nutrients,0.506109611
Chicken protein concentrate,China,Indonesia,nutrients,0.691259071
Chicken protein concentrate,Russia,Indonesia,nutrients,0.746810739
Chicken protein concentrate,Egypt,Turkey,nutrients,0.592337707
Chicken protein concentrate,Thailand,Turkey,nutrients,0.556457547
Chicken protein concentrate,Turkey,Turkey,nutrients,0.27042345
Chicken protein concentrate,China,Turkey,nutrients,0.525509582
Chicken protein concentrate,Russia,Turkey,nutrients,0.666281403
Chicken protein concentrate,Egypt,Thailand,nutrients,0.131034857
Chicken protein concentrate,Thailand,Thailand,nutrients,0.413272722
Chicken protein concentrate,Turkey,Thailand,nutrients,0.514430478
Chicken protein concentrate,China,Thailand,nutrients,0.901840197
Chicken protein concentrate,Russia,Thailand,nutrients,0.294983179
Coconut oil,China,Brazil,nutrients,0.701678675
Coconut oil,Iran,Brazil,nutrients,0.357357044
Coconut oil,Vietnam,Brazil,nutrients,0.462930251
Coconut oil,Japan,Brazil,nutrients,0.794088374
Coconut oil,United States,Brazil,nutrients,0.429133618
Coconut oil,Mexico,Brazil,nutrients,0.92206487
Coconut oil,China,Egypt,nutrients,0.566847028
Coconut oil,Iran,Egypt,nutrients,0.453053616
Coconut oil,Vietnam,Egypt,nutrients,0.548220093
Coconut oil,Japan,Egypt,nutrients,0.560319414
Coconut oil,United States,Egypt,nutrients,0.103597312
Coconut oil,Mexico,Egypt,nutrients,0.447967897
Corn gluten meal,Thailand,Mexico,nutrients,0.671706188
Corn gluten meal,United States,Mexico,nutrients,0.756699835
Corn gluten meal,Germany,Mexico,nutrients,0.272311499
Corn gluten meal,Ethiopia,Mexico,nutrients,0.24858584
Corn gluten meal,Indonesia,Mexico,nutrients,0.306685704
Corn gluten meal,China,Mexico,nutrients,0.6520279
Corn gluten meal,Thailand,Brazil,nutrients,0.858927354
Corn gluten meal,United States,Brazil,nutrients,0.457338388
Corn gluten meal,Germany,Brazil,nutrients,0.126399374
Corn gluten meal,Ethiopia,Brazil,nutrients,0.496457643
Corn gluten meal,Indonesia,Brazil,nutrients,0.504860832
Corn gluten meal,China,Brazil,nutrients,0.213573586
Faba beans,Ethiopia,Mexico,nutrients,0.868549822
Faba beans,United States,Mexico,nutrients,0.25829923
Faba beans,Bangladesh,Mexico,nutrients,0.244896517
Faba beans,China,Mexico,nutrients,0.413864654
Faba beans,Ethiopia,Indonesia,nutrients,0.36378247
Faba beans,United States,Indonesia,nutrients,0.762986527
Faba beans,Bangladesh,Indonesia,nutrients,0.39454151
Faba beans,China,Indonesia,nutrients,0.430183712
Faba beans,Ethiopia,Bangladesh,nutrients,0.642863272
Faba beans,United States,Bangladesh,nutrients,0.502166387
Faba beans,Bangladesh,Bangladesh,nutrients,0.784511246
Faba beans,China,Bangladesh,nutrients,0.332188265
Faba beans,Ethiopia,Pakistan,nutrients,0.738795447
Faba beans,United States,Pakistan,nutrients,0.787401819
Faba beans,Bangladesh,Pakistan,nutrients,0.436865629
Faba beans,China,Pakistan,nutrients,0.617089038
Faba beans,Ethiopia,United States,nutrients,0.42018491
Faba beans,United States,United States,nutrients,0.558527201
Faba beans,Bangladesh,United States,nutrients,0.358868574
Faba beans,China,United States,nutrients,1.130884335
Fishmeal forage,Russia,Pakistan,nutrients,0.445144978
Fishmeal forage,China,Pakistan,nutrients,0.246597137
Fishmeal forage,Egypt,Pakistan,nutrients,0.603417864
Fishmeal forage,Pakistan,Pakistan,nutrients,0.498965227
Fishmeal forage,Japan,Pakistan,nutrients,0.475501544
Fishmeal forage,Turkey,Pakistan,nutrients,0.615700324
Fishmeal forage,Russia,Brazil,nutrients,0.657897712
Fishmeal forage,China,Brazil,nutrients,0.837173129
Fishmeal forage,Egypt,Brazil,nutrients,0.178165664
Fishmeal forage,Pakistan,Brazil,nutrients,0.532128625
Fishmeal forage,Japan,Brazil,nutrients,0.37615847
Fishmeal forage,Turkey,Brazil,nutrients,0.594850623
Fishmeal forage,Russia,Ethiopia,nutrients,0.506508844
Fishmeal forage,China,Ethiopia,nutrients,0.254460678
Fishmeal forage,Egypt,Ethiopia,nutrients,0.548555926
Fishmeal forage,Pakistan,Ethiopia,nutrients,0.551206743
Fishmeal forage,Japan,Ethiopia,nutrients,0.221207561
Fishmeal forage,Turkey,Ethiopia,nutrients,0.569209424
Fishmeal trimmings,Pakistan,Germany,nutrients,0.65376595
Fishmeal trimmings,United States,Germany,nutrients,0.21714062
Fishmeal trimmings,Philippines,Germany,nutrients,0.508519656
Fishmeal trimmings,India,Germany,nutrients,0.607424173
Fishmeal trimmings,Nigeria,Germany,nutrients,0.716895032
Fishmeal trimmings,Pakistan,Bangladesh,nutrients,0.45464644
Fishmeal trimmings,United States,Bangladesh,nutrients,0.221837499
Fishmeal trimmings,Philippines,Bangladesh,nutrients,0.524426952
Fishmeal trimmings,India,Bangladesh,nutrients,0.3768287
Fishmeal trimmings,Nigeria,Bangladesh,nutrients,0.367654391
Fishmeal trimmings,Pakistan,Turkey,nutrients,0.502735567
Fishmeal trimmings,United States,Turkey,nutrients,0.295492838
Fishmeal trimmings,Philippines,Turkey,nutrients,0.423826342
Fishmeal trimmings,India,Turkey,nutrients,0.640487529
Fishmeal trimmings,Nigeria,Turkey,nutrients,0.58568694
Fish oil forage,Ethiopia,Mexico,nutrients,0.79056912
Fish oil forage,Mexico,Mexico,nutrients,0.319732491
Fish oil forage,Ethiopia,Indonesia,nutrients,0.544518483
Fish oil forage,Mexico,Indonesia,nutrients,0.578743155
Fish oil forage,Ethiopia,Brazil,nutrients,0.156640391
Fish oil forage,Mexico,Brazil,nutrients,0.65890166
Fish oil forage,Ethiopia,Germany,nutrients,0.853688456
Fish oil forage,Mexico,Germany,nutrients,0.25419145
Fish oil trimmings,Congo (DRC),Brazil,nutrients,0.309572307
Fish oil trimmings,Indonesia,Brazil,nutrients,0.533709658
Fish oil trimmings,Congo (DRC),Iran,nutrients,0.592028727
Fish oil trimmings,Indonesia,Iran,nutrients,0.310099312
Fish oil trimmings,Congo (DRC),Thailand,nutrients,0.418539257
Fish oil trimmings,Indonesia,Thailand,nutrients,0.129110192
Fish oil trimmings,Congo (DRC),Philippines,nutrients,0.143527781
Fish oil trimmings,Indonesia,Philippines,nutrients,0.502038344
Fish oil trimmings,Congo (DRC),Turkey,nutrients,0.472669606
Fish oil trimmings,Indonesia,Turkey,nutrients,0.487751062
Guar meal,United States,Indonesia,nutrients,0.352097908
Guar meal,Mexico,Indonesia,nutrients,0.404959035
Guar meal,Vietnam,Indonesia,nutrients,0.651735058
Guar meal,United States,Bangladesh,nutrients,0.75138099
Guar meal,Mexico,Bangladesh,nutrients,0.137965763
Guar meal,Vietnam,Bangladesh,nutrients,0.560493489
Guar meal,United States,Iran,nutrients,0.407067154
Guar meal,Mexico,Iran,nutrients,0.454865248
Guar meal,Vietnam,Iran,nutrients,0.538534676
Guar meal,United States,Congo (DRC),nutrients,0.425150247
Guar meal,Mexico,Congo (DRC),nutrients,0.612668133
Guar meal,Vietnam,Congo (DRC),nutrients,0.451462013
Guar meal,United States,Ethiopia,nutrients,0.697625542
Guar meal,Mexico,Ethiopia,nutrients,0.361185036
Guar meal,Vietnam,Ethiopia,nutrients,0.447678746
Krill meal,Philippines,Mexico,nutrients,0.387612026
Krill meal,Egypt,Mexico,nutrients,0.624040954
Krill meal,United States,Mexico,nutrients,0.664014044
Krill meal,Iran,Mexico,nutrients,0.796788218
Krill meal,Pakistan,Mexico,nutrients,0.740414154
Krill meal,Germany,Mexico,nutrients,0.447314133
Krill meal,Philippines,Nigeria,nutrients,0.424511409
Krill meal,Egypt,Nigeria,nutrients,0.859811598
Krill meal,United States,Nigeria,nutrients,0.550998947
Krill meal,Iran,Nigeria,nutrients,0.278284146
Krill meal,Pakistan,Nigeria,nutrients,0.250048265
Krill meal,Germany,Nigeria,nutrients,0.486697067
Krill meal,Philippines,United States,nutrients,0.37688191
Krill meal,Egypt,United States,nutrients,0.701107126
Krill meal,United States,United States,nutrients,0.104876356
Krill meal,Iran,United States,nutrients,0.391815232
Krill meal,Pakistan,United States,nutrients,0.407800246
Krill meal,Germany,United States,nutrients,0.518676975
Krill meal,Philippines,Pakistan,nutrients,0.440938363
Krill meal,Egypt,Pakistan,nutrients,0.517444437
Krill meal,United States,Pakistan,nutrients,0.554476436
Krill meal,Iran,Pakistan,nutrients,0.601913653
Krill meal,Pakistan,Pakistan,nutrients,0.340639819
Krill meal,Germany,Pakistan,nutrients,0.630288882
Linseed oil,Indonesia,Thailand,nutrients,0.725038642
Linseed oil,United States,Thailand,nutrients,0.676140506
Linseed oil,Vietnam,Thailand,nutrients,0.591931257
Linseed oil,Indonesia,Iran,nutrients,0.543350064
Linseed oil,United States,Iran,nutrients,0.30671904
Linseed oil,Vietnam,Iran,nutrients,0.35883049
Linseed oil,Indonesia,Ethiopia,nutrients,0.482347682
Linseed oil,United States,Ethiopia,nutrients,0.518408888
Linseed oil,Vietnam,Ethiopia,nutrients,0.734974131
Linseed oil,Indonesia,Japan,nutrients,0.670927547
Linseed oil,United States,Japan,nutrients,0.364026831
Linseed oil,Vietnam,Japan,nutrients,0.620834228
Linseed oil,Indonesia,Mexico,nutrients,0.427301675
Linseed oil,United States,Mexico,nutrients,0.736253115
Linseed oil,Vietnam,Mexico,nutrients,0.217599354
Linseed oil,Indonesia,United States,nutrients,0.870971774
Linseed oil,United States,United States,nutrients,0.44706946
Linseed oil,Vietnam,United States,nutrients,0.819031968
Methanobacterial meal,Japan,Pakistan,nutrients,0.610773232
Methanobacterial meal,Nigeria,Pakistan,nutrients,0.843143866
Methanobacterial meal,United States,Pakistan,nutrients,0.605833816
Methanobacterial meal,Japan,Vietnam,nutrients,0.481602589
Methanobacterial meal,Nigeria,Vietnam,nutrients,0.474866113
Methanobacterial meal,United States,Vietnam,nutrients,1.11716583
Pea flour,Brazil,Vietnam,nutrients,0.8836362
Pea flour,Iran,Vietnam,nutrients,0.402541245
Pea flour,Vietnam,Vietnam,nutrients,0.418536101
Pea flour,Congo (DRC),Vietnam,nutrients,0.551918987
Pea flour,Brazil,Pakistan,nutrients,0.301907493
Pea flour,Iran,Pakistan,nutrients,0.528676479
Pea flour,Vietnam,Pakistan,nutrients,-0.015700126
Pea flour,Congo (DRC),Pakistan,nutrients,0.58706004
Pea flour,Brazil,Turkey,nutrients,0.512916213
Pea flour,Iran,Turkey,nutrients,0.475945354
Pea flour,Vietnam,Turkey,nutrients,0.626653103
Pea flour,Congo (DRC),Turkey,nutrients,0.043173096
